Station,Stn Type,Crime Group - Full,Number of Crimes
TOTTENHAM HALE,Mainline Stn,Other (Less Serious),2
TOTTENHAM HALE,TfL Stn,Violence,2
TOTTENHAM HALE,TfL Stn,Violence,1
TOTTENHAM HALE,TfL Stn,Violence,1
TOTTENHAM HALE,TfL Stn,Weapons,1
TOTTENHAM HALE,TfL Stn,Theft of Passenger Property,4
TOTTENHAM HALE,TfL Stn,Theft of Passenger Property,1
TOTTENHAM HALE,TfL Stn,Motor Vehicle,1
TOTTENHAM HALE,TfL Stn,Pedal Cycle,4
TOTTENHAM HALE,TfL Stn,Public Order (Serious),1
TOTTENHAM HALE,TfL Stn,Public Order (Serious),1
TOTTENHAM HALE,TfL Stn,Public Order (Serious),3
TOTTENHAM HALE,TfL Stn,Public Order (Less Serious),5
TOTTENHAM HALE,TfL Stn,Public Order (Less Serious),2
TOTTENHAM HALE,TfL Stn,Public Order (Less Serious),1
TOTTENHAM HALE,TfL Stn,Fraud (Serious),1
TOTTENHAM HALE,TfL Stn,Fraud (Less Serious),2
TOTTENHAM HALE,TfL Stn,Other (Less Serious),1
TOTTERIDGE AND WHETSTONE,TfL Stn,Burglary & Theft Railway,1
TOTTERIDGE AND WHETSTONE,TfL Stn,Theft of Passenger Property,1
TOTTERIDGE AND WHETSTONE,TfL Stn,Violence,3
TOTTERIDGE AND WHETSTONE,TfL Stn,Pedal Cycle,1
TOTTERIDGE AND WHETSTONE,TfL Stn,Pedal Cycle,1
TOTTERIDGE AND WHETSTONE,TfL Stn,Public Order (Less Serious),1
TOTTERIDGE AND WHETSTONE,TfL Stn,Public Order (Less Serious),1
TOTTERIDGE AND WHETSTONE,TfL Stn,Fraud (Less Serious),1
TOWER GATEWAY,DLR Stn,Line of Route (Less Serious),1
TOWER GATEWAY,DLR Stn,Violence,1
TOWER GATEWAY,DLR Stn,Graffiti,1
TOWER GATEWAY,DLR Stn,Theft of Passenger Property,1
TOWER GATEWAY,DLR Stn,Robbery,1
TOWER GATEWAY,DLR Stn,Fraud (Less Serious),1
TOWER GATEWAY,DLR Stn,Violence,1
TOWER GATEWAY,DLR Stn,Public Order (Less Serious),2
TOWER HILL,TfL Stn,Line of Route (Less Serious),1
TOWER HILL,TfL Stn,Theft of Passenger Property,1
TOWER HILL,TfL Stn,Violence,1
TOWER HILL,TfL Stn,Theft of Passenger Property,16
TOWER HILL,TfL Stn,Theft of Passenger Property,3
TOWER HILL,TfL Stn,Public Order (Serious),1
TOWER HILL,TfL Stn,Public Order (Less Serious),2
TOWER HILL,TfL Stn,Violence,1
TOWER HILL,TfL Stn,Violence,2
TOWER HILL,TfL Stn,Violence,1
TOWER HILL,TfL Stn,Violence,3
TOWER HILL,TfL Stn,Criminal Damage,1
TOWER HILL,TfL Stn,Theft of Passenger Property,3
TOWER HILL,TfL Stn,Theft of Passenger Property,1
TOWER HILL,TfL Stn,Public Order (Serious),3
TOWER HILL,TfL Stn,Public Order (Serious),1
TOWER HILL,TfL Stn,Public Order (Serious),2
TOWER HILL,TfL Stn,Public Order (Less Serious),3
TOWER HILL,TfL Stn,Public Order (Less Serious),6
TOWER HILL,TfL Stn,Public Order (Less Serious),1
TOWER HILL,TfL Stn,Public Order (Less Serious),1
TOWER HILL,TfL Stn,Fraud (Serious),1
TUFNELL PARK,TfL Stn,Public Order (Less Serious),1
TUFNELL PARK,TfL Stn,Theft of Passenger Property,3
TUFNELL PARK,TfL Stn,Theft of Passenger Property,1
TUFNELL PARK,TfL Stn,Violence,1
TUFNELL PARK,TfL Stn,Violence,1
TUFNELL PARK,TfL Stn,Violence,1
TUFNELL PARK,TfL Stn,Violence,1
TUFNELL PARK,TfL Stn,Theft Cable & Plant,1
TUFNELL PARK,TfL Stn,Public Order (Serious),2
TUFNELL PARK,TfL Stn,Public Order (Less Serious),1
TUFNELL PARK,TfL Stn,Fraud (Serious),1
TUFNELL PARK,TfL Stn,Fraud (Less Serious),8
TUFNELL PARK,TfL Stn,Fraud (Less Serious),2
TUFNELL PARK,TfL Stn,Other (Less Serious),1
TULSE HILL,Mainline Stn,Weapons,1
TULSE HILL,Mainline Stn,Graffiti,1
TULSE HILL,Mainline Stn,Line of Route (Less Serious),1
TULSE HILL,Mainline Stn,Fraud (Less Serious),4
TULSE HILL,Mainline Stn,Drugs,2
TULSE HILL,Mainline Stn,Other (Less Serious),1
TULSE HILL,Mainline Stn,Violence,1
TULSE HILL,Mainline Stn,Violence,1
TULSE HILL,Mainline Stn,Graffiti,1
TULSE HILL,Mainline Stn,Theft of Passenger Property,1
TULSE HILL,Mainline Stn,Theft of Passenger Property,1
TULSE HILL,Mainline Stn,Robbery,2
TULSE HILL,Mainline Stn,Public Order (Serious),1
TULSE HILL,Mainline Stn,Public Order (Serious),2
TULSE HILL,Mainline Stn,Public Order (Less Serious),4
TULSE HILL,Mainline Stn,Fraud (Less Serious),1
TULSE HILL,Mainline Stn,Fraud (Less Serious),3
TULSE HILL,Mainline Stn,Violence,1
TULSE HILL,Mainline Stn,Criminal Damage,1
TULSE HILL,Mainline Stn,Theft of Passenger Property,1
TULSE HILL,Mainline Stn,Public Order (Serious),1
TULSE HILL,Mainline Stn,Public Order (Serious),1
TULSE HILL,Mainline Stn,Public Order (Serious),1
TULSE HILL,Mainline Stn,Public Order (Less Serious),4
TULSE HILL,Mainline Stn,Public Order (Less Serious),1
TULSE HILL,Mainline Stn,Public Order (Less Serious),1
TULSE HILL,Mainline Stn,Fraud (Less Serious),5
TULSE HILL,Mainline Stn,Fraud (Less Serious),21
TULSE HILL,Mainline Stn,Drugs,5
TURKEY STREET,Mainline Stn,Line of Route (Less Serious),1
TURKEY STREET,Mainline Stn,Theft of Passenger Property,2
TURKEY STREET,Mainline Stn,Graffiti,1
TURKEY STREET,Mainline Stn,Line of Route (Less Serious),1
TURKEY STREET,Mainline Stn,Theft of Passenger Property,1
TURKEY STREET,Mainline Stn,Burglary & Theft Railway,1
TURKEY STREET,Mainline Stn,Public Order (Serious),1
TURKEY STREET,Mainline Stn,Public Order (Less Serious),1
TURKEY STREET,Mainline Stn,Fraud (Less Serious),1
TURNHAM GREEN,TfL Stn,Line of Route (Less Serious),1
TURNHAM GREEN,TfL Stn,Line of Route (Less Serious),3
TURNHAM GREEN,TfL Stn,Theft Cable & Plant,1
TURNHAM GREEN,TfL Stn,Violence,1
TURNHAM GREEN,TfL Stn,Theft of Passenger Property,5
TURNHAM GREEN,TfL Stn,Theft of Passenger Property,2
TURNHAM GREEN,TfL Stn,Public Order (Less Serious),1
TURNHAM GREEN,TfL Stn,Fraud (Less Serious),1
TURNHAM GREEN,TfL Stn,Violence,1
TURNHAM GREEN,TfL Stn,Theft of Passenger Property,2
TURNHAM GREEN,TfL Stn,Theft of Passenger Property,1
TURNHAM GREEN,TfL Stn,Burglary & Theft Railway,1
TURNHAM GREEN,TfL Stn,Public Order (Less Serious),1
TURNHAM GREEN,TfL Stn,Public Order (Less Serious),1
TURNHAM GREEN,TfL Stn,Fraud (Less Serious),1
TURNPIKE LANE,TfL Stn,Line of Route (Less Serious),1
TURNPIKE LANE,TfL Stn,Theft of Passenger Property,1
TURNPIKE LANE,TfL Stn,Drugs,1
TURNPIKE LANE,TfL Stn,Sex,1
TURNPIKE LANE,TfL Stn,Theft of Passenger Property,6
TURNPIKE LANE,TfL Stn,Public Order (Less Serious),6
TURNPIKE LANE,TfL Stn,Violence,1
TURNPIKE LANE,TfL Stn,Violence,1
TURNPIKE LANE,TfL Stn,Violence,3
TURNPIKE LANE,TfL Stn,Violence,2
TURNPIKE LANE,TfL Stn,Violence,1
TURNPIKE LANE,TfL Stn,Violence,1
TURNPIKE LANE,TfL Stn,Sex,1
TURNPIKE LANE,TfL Stn,Theft of Passenger Property,2
TURNPIKE LANE,TfL Stn,Theft of Passenger Property,1
TURNPIKE LANE,TfL Stn,Public Order (Serious),3
TURNPIKE LANE,TfL Stn,Public Order (Less Serious),6
TURNPIKE LANE,TfL Stn,Public Order (Less Serious),1
TURNPIKE LANE,TfL Stn,Public Order (Less Serious),1
TURNPIKE LANE,TfL Stn,Fraud (Less Serious),3
TURNPIKE LANE,TfL Stn,Fraud (Less Serious),6
TURNPIKE LANE,TfL Stn,Drugs,10
TURNPIKE LANE,TfL Stn,Drugs,1
TURNPIKE LANE,TfL Stn,Drugs,1
TURNPIKE LANE,TfL Stn,Drugs,1
TURNPIKE LANE,TfL Stn,Drugs,1
TURNPIKE LANE,TfL Stn,Other (Less Serious),1
TURNPIKE LANE,TfL Stn,Other (Less Serious),1
TWICKENHAM,Mainline Stn,Line of Route (Less Serious),4
TWICKENHAM,Mainline Stn,Theft of Passenger Property,1
TWICKENHAM,Mainline Stn,Pedal Cycle,1
TWICKENHAM,Mainline Stn,Violence,1
TWICKENHAM,Mainline Stn,Violence,1
TWICKENHAM,Mainline Stn,Theft of Passenger Property,4
TWICKENHAM,Mainline Stn,Theft of Passenger Property,2
TWICKENHAM,Mainline Stn,Public Order (Serious),1
TWICKENHAM,Mainline Stn,Public Order (Serious),2
TWICKENHAM,Mainline Stn,Fraud (Less Serious),1
TWICKENHAM,Mainline Stn,Fraud (Less Serious),1
TWICKENHAM,Mainline Stn,Violence,2
TWICKENHAM,Mainline Stn,Violence,1
TWICKENHAM,Mainline Stn,Violence,6
TWICKENHAM,Mainline Stn,Violence,1
TWICKENHAM,Mainline Stn,Motor Vehicle,1
TWICKENHAM,Mainline Stn,Pedal Cycle,2
TWICKENHAM,Mainline Stn,Pedal Cycle,15
TWICKENHAM,Mainline Stn,Public Order (Serious),1
TWICKENHAM,Mainline Stn,Public Order (Serious),1
TWICKENHAM,Mainline Stn,Public Order (Less Serious),4
TWICKENHAM,Mainline Stn,Public Order (Less Serious),1
TWICKENHAM,Mainline Stn,Public Order (Less Serious),5
TWICKENHAM,Mainline Stn,Fraud (Serious),1
TWICKENHAM,Mainline Stn,Fraud (Serious),1
TWICKENHAM,Mainline Stn,Fraud (Less Serious),6
TWICKENHAM,Mainline Stn,Fraud (Less Serious),4
TWICKENHAM,Mainline Stn,Other (Less Serious),1
UPMINSTER,Mainline Stn,Line of Route (Less Serious),1
UPMINSTER,Mainline Stn,Line of Route (Less Serious),3
UPMINSTER,Mainline Stn,Other (Serious),1
UPMINSTER,TfL Stn,Criminal Damage,1
UPMINSTER,TfL Stn,Graffiti,1
UPMINSTER,TfL Stn,Line of Route (Less Serious),1
UPMINSTER,Mainline Stn,Violence,3
UPMINSTER,Mainline Stn,Violence,7
UPMINSTER,Mainline Stn,Violence,1
UPMINSTER,Mainline Stn,Violence,1
UPMINSTER,Mainline Stn,Sex,1
UPMINSTER,Mainline Stn,Line of Route (Serious),1
UPMINSTER,Mainline Stn,Theft of Passenger Property,2
UPMINSTER,Mainline Stn,Theft of Passenger Property,2
UPMINSTER,Mainline Stn,Public Order (Serious),1
UPMINSTER,Mainline Stn,Public Order (Serious),1
UPMINSTER,Mainline Stn,Public Order (Serious),2
UPMINSTER,Mainline Stn,Public Order (Less Serious),4
UPMINSTER,Mainline Stn,Fraud (Less Serious),1
UPMINSTER,Mainline Stn,Fraud (Less Serious),1
UPMINSTER,TfL Stn,Graffiti,1
UPMINSTER,TfL Stn,Graffiti,6
UPMINSTER,TfL Stn,Line of Route (Serious),1
UPMINSTER,TfL Stn,Theft of Passenger Property,3
UPMINSTER,TfL Stn,Public Order (Less Serious),1
UPMINSTER,Mainline Stn,Violence,4
UPMINSTER,Mainline Stn,Violence,1
UPMINSTER,Mainline Stn,Theft of Passenger Property,1
UPMINSTER,Mainline Stn,Theft of Passenger Property,1
UPMINSTER,Mainline Stn,Motor Vehicle,2
UPMINSTER,Mainline Stn,Motor Vehicle,7
UPMINSTER,Mainline Stn,Pedal Cycle,1
UPMINSTER,Mainline Stn,Pedal Cycle,11
UPMINSTER,Mainline Stn,Public Order (Serious),2
UPMINSTER,Mainline Stn,Public Order (Less Serious),3
UPMINSTER,Mainline Stn,Drugs,1
UPMINSTER,Mainline Stn,Other (Less Serious),1
UPMINSTER,Mainline Stn,Other (Less Serious),9
UPMINSTER,Mainline Stn,Other (Less Serious),1
UPMINSTER,TfL Stn,Burglary & Theft Railway,1
UPMINSTER BRIDGE,TfL Stn,Sex,1
UPMINSTER BRIDGE,TfL Stn,Theft of Passenger Property,1
UPMINSTER BRIDGE,TfL Stn,Fraud (Less Serious),1
UPMINSTER DEPOT,TfL Stn,Fraud (Serious),1
UPMINSTER DEPOT,TfL Stn,Graffiti,1
UPMINSTER DEPOT,TfL Stn,Line of Route (Serious),2
UPNEY,TfL Stn,Criminal Damage,1
UPNEY,TfL Stn,Graffiti,1
UPNEY,TfL Stn,Line of Route (Serious),1
UPNEY,TfL Stn,Line of Route (Less Serious),3
UPNEY,TfL Stn,Motor Vehicle,1
UPNEY,TfL Stn,Theft Cable & Plant,1
UPNEY,TfL Stn,Drugs,1
UPNEY,TfL Stn,Criminal Damage,1
UPNEY,TfL Stn,Theft of Passenger Property,2
UPNEY,TfL Stn,Public Order (Serious),1
UPNEY,TfL Stn,Public Order (Serious),1
UPNEY,TfL Stn,Violence,2
UPNEY,TfL Stn,Violence,1
UPNEY,TfL Stn,Public Order (Serious),1
UPNEY,TfL Stn,Public Order (Less Serious),1
UPNEY,TfL Stn,Public Order (Less Serious),1
UPNEY,TfL Stn,Fraud (Less Serious),3
UPNEY,TfL Stn,Fraud (Less Serious),5
UPPER HOLLOWAY,Mainline Stn,Line of Route (Less Serious),2
UPPER HOLLOWAY,Mainline Stn,Graffiti,1
UPPER HOLLOWAY,Mainline Stn,Violence,2
UPPER HOLLOWAY,Mainline Stn,Violence,1
UPPER HOLLOWAY,Mainline Stn,Pedal Cycle,1
UPPER HOLLOWAY,Mainline Stn,Public Order (Less Serious),1
UPPER HOLLOWAY,Mainline Stn,Fraud (Less Serious),1
UPPER HOLLOWAY,Mainline Stn,Drugs,1
UPTON PARK,TfL Stn,Line of Route (Less Serious),4
UPTON PARK,TfL Stn,Fraud (Less Serious),1
UPTON PARK,TfL Stn,Violence,1
UPTON PARK,TfL Stn,Sex,1
UPTON PARK,TfL Stn,Sex,1
UPTON PARK,TfL Stn,Theft of Passenger Property,7
UPTON PARK,TfL Stn,Public Order (Serious),3
UPTON PARK,TfL Stn,Public Order (Serious),1
UPTON PARK,TfL Stn,Public Order (Less Serious),4
UPTON PARK,TfL Stn,Violence,1
UPTON PARK,TfL Stn,Violence,1
UPTON PARK,TfL Stn,Violence,2
UPTON PARK,TfL Stn,Theft of Passenger Property,1
UPTON PARK,TfL Stn,Theft of Passenger Property,2
UPTON PARK,TfL Stn,Burglary & Theft Railway,1
UPTON PARK,TfL Stn,Public Order (Serious),1
UPTON PARK,TfL Stn,Public Order (Serious),3
UPTON PARK,TfL Stn,Public Order (Serious),1
UPTON PARK,TfL Stn,Public Order (Less Serious),2
UPTON PARK,TfL Stn,Public Order (Less Serious),2
UPTON PARK,TfL Stn,Public Order (Less Serious),2
UPTON PARK,TfL Stn,Fraud (Less Serious),14
UPTON PARK,TfL Stn,Fraud (Less Serious),1
UPTON PARK,TfL Stn,Fraud (Less Serious),13
UPTON PARK,TfL Stn,Other (Serious),1
UPTON PARK,TfL Stn,Other (Less Serious),1
UXBRIDGE,TfL Stn,Criminal Damage,1
UXBRIDGE,TfL Stn,Line of Route (Serious),1
UXBRIDGE,TfL Stn,Line of Route (Serious),1
UXBRIDGE,TfL Stn,Line of Route (Less Serious),1
UXBRIDGE,TfL Stn,Public Order (Less Serious),1
UXBRIDGE,TfL Stn,Violence,1
UXBRIDGE,TfL Stn,Violence,1
UXBRIDGE,TfL Stn,Violence,1
UXBRIDGE,TfL Stn,Sex,1
UXBRIDGE,TfL Stn,Criminal Damage,1
UXBRIDGE,TfL Stn,Graffiti,4
UXBRIDGE,TfL Stn,Graffiti,3
UXBRIDGE,TfL Stn,Line of Route (Serious),1
UXBRIDGE,TfL Stn,Theft of Passenger Property,3
UXBRIDGE,TfL Stn,Theft of Passenger Property,6
UXBRIDGE,TfL Stn,Public Order (Serious),1
UXBRIDGE,TfL Stn,Public Order (Less Serious),2
UXBRIDGE,TfL Stn,Public Order (Less Serious),1
UXBRIDGE,TfL Stn,Fraud (Less Serious),1
UXBRIDGE,TfL Stn,Violence,1
UXBRIDGE,TfL Stn,Violence,2
UXBRIDGE,TfL Stn,Theft of Passenger Property,1
UXBRIDGE,TfL Stn,Robbery,1
UXBRIDGE,TfL Stn,Public Order (Serious),1
UXBRIDGE,TfL Stn,Public Order (Serious),1
UXBRIDGE,TfL Stn,Public Order (Less Serious),2
UXBRIDGE,TfL Stn,Public Order (Less Serious),1
UXBRIDGE,TfL Stn,Fraud (Less Serious),3
UXBRIDGE,TfL Stn,Other (Serious),1
VAUXHALL,Mainline Stn,Violence,1
VAUXHALL,Mainline Stn,Line of Route (Serious),1
VAUXHALL,Mainline Stn,Line of Route (Less Serious),7
VAUXHALL,Mainline Stn,Theft of Passenger Property,1
VAUXHALL,Mainline Stn,Public Order (Less Serious),1
VAUXHALL,Mainline Stn,Public Order (Less Serious),1
VAUXHALL,TfL Stn,Theft of Passenger Property,2
VAUXHALL,TfL Stn,Public Order (Less Serious),1
VAUXHALL,TfL Stn,Fraud (Less Serious),1
VAUXHALL,TfL Stn,Drugs,2
VAUXHALL,Mainline Stn,Violence,1
VAUXHALL,Mainline Stn,Violence,1
VAUXHALL,Mainline Stn,Violence,1
VAUXHALL,Mainline Stn,Violence,1
VAUXHALL,Mainline Stn,Sex,1
VAUXHALL,Mainline Stn,Theft of Passenger Property,5
VAUXHALL,Mainline Stn,Theft of Passenger Property,7
VAUXHALL,Mainline Stn,Public Order (Serious),2
VAUXHALL,Mainline Stn,Public Order (Serious),1
VAUXHALL,Mainline Stn,Public Order (Less Serious),2
VAUXHALL,Mainline Stn,Other (Less Serious),1
VAUXHALL,TfL Stn,Violence,1
VAUXHALL,TfL Stn,Sex,1
VAUXHALL,TfL Stn,Theft of Passenger Property,17
VAUXHALL,TfL Stn,Theft of Passenger Property,3
VAUXHALL,TfL Stn,Pedal Cycle,1
VAUXHALL,TfL Stn,Fraud (Less Serious),2
VAUXHALL,TfL Stn,Fraud (Less Serious),2
VAUXHALL,Mainline Stn,Violence,7
VAUXHALL,Mainline Stn,Violence,6
VAUXHALL,Mainline Stn,Violence,4
VAUXHALL,Mainline Stn,Violence,3
VAUXHALL,Mainline Stn,Weapons,1
VAUXHALL,Mainline Stn,Sex,1
VAUXHALL,Mainline Stn,Criminal Damage,1
VAUXHALL,Mainline Stn,Criminal Damage,1
VAUXHALL,Mainline Stn,Graffiti,1
VAUXHALL,Mainline Stn,Theft of Passenger Property,3
VAUXHALL,Mainline Stn,Theft of Passenger Property,6
VAUXHALL,Mainline Stn,Robbery,1
VAUXHALL,Mainline Stn,Burglary & Theft Railway,2
VAUXHALL,Mainline Stn,Burglary & Theft Railway,1
VAUXHALL,Mainline Stn,Theft Cable & Plant,1
VAUXHALL,Mainline Stn,Public Order (Serious),2
VAUXHALL,Mainline Stn,Public Order (Serious),2
VAUXHALL,Mainline Stn,Public Order (Serious),2
VAUXHALL,Mainline Stn,Public Order (Less Serious),4
VAUXHALL,Mainline Stn,Public Order (Less Serious),1
VAUXHALL,Mainline Stn,Public Order (Less Serious),3
VAUXHALL,Mainline Stn,Public Order (Less Serious),2
VAUXHALL,Mainline Stn,Fraud (Less Serious),1
VAUXHALL,Mainline Stn,Fraud (Less Serious),4
VAUXHALL,Mainline Stn,Drugs,1
VAUXHALL,Mainline Stn,Drugs,1
VAUXHALL,Mainline Stn,Drugs,2
VAUXHALL,Mainline Stn,Drugs,1
VAUXHALL,Mainline Stn,Other (Less Serious),1
VAUXHALL,Mainline Stn,Other (Less Serious),1
VAUXHALL,TfL Stn,Violence,5
VAUXHALL,TfL Stn,Violence,1
VAUXHALL,TfL Stn,Violence,3
VAUXHALL,TfL Stn,Violence,1
VAUXHALL,TfL Stn,Violence,2
VAUXHALL,TfL Stn,Criminal Damage,2
VAUXHALL,TfL Stn,Theft of Passenger Property,5
VAUXHALL,TfL Stn,Theft of Passenger Property,5
VAUXHALL,TfL Stn,Public Order (Serious),1
VAUXHALL,TfL Stn,Public Order (Serious),1
VAUXHALL,TfL Stn,Public Order (Serious),4
VAUXHALL,TfL Stn,Public Order (Less Serious),1
VAUXHALL,TfL Stn,Public Order (Less Serious),11
VAUXHALL,TfL Stn,Public Order (Less Serious),1
VAUXHALL,TfL Stn,Public Order (Less Serious),1
VAUXHALL,TfL Stn,Public Order (Less Serious),1
VAUXHALL,TfL Stn,Fraud (Less Serious),48
VAUXHALL,TfL Stn,Fraud (Less Serious),30
VAUXHALL,TfL Stn,Drugs,17
VAUXHALL,TfL Stn,Drugs,3
VAUXHALL,TfL Stn,Drugs,2
VAUXHALL,TfL Stn,Other (Less Serious),4
VAUXHALL,TfL Stn,Other (Less Serious),2
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Weapons,1
VICTORIA,Mainline Stn,Criminal Damage,1
VICTORIA,Mainline Stn,Line of Route (Less Serious),7
VICTORIA,Mainline Stn,Theft of Passenger Property,7
VICTORIA,Mainline Stn,Theft of Passenger Property,6
VICTORIA,Mainline Stn,Motor Vehicle,3
VICTORIA,Mainline Stn,Robbery,1
VICTORIA,Mainline Stn,Burglary & Theft Railway,1
VICTORIA,Mainline Stn,Public Order (Serious),1
VICTORIA,Mainline Stn,Public Order (Serious),3
VICTORIA,Mainline Stn,Public Order (Serious),1
VICTORIA,Mainline Stn,Fraud (Serious),2
VICTORIA,Mainline Stn,Drugs,1
VICTORIA,Mainline Stn,Drugs,1
VICTORIA,Mainline Stn,Drugs,1
VICTORIA,Mainline Stn,Other (Serious),1
VICTORIA,Mainline Stn,Other (Less Serious),1
VICTORIA,Mainline Stn,Other (Less Serious),1
VICTORIA,Mainline Stn,Other (Less Serious),1
VICTORIA,Mainline Stn,Other (Less Serious),1
VICTORIA,Mainline Stn,Other (Less Serious),1
VICTORIA,TfL Stn,Violence,1
VICTORIA,TfL Stn,Line of Route (Less Serious),4
VICTORIA,TfL Stn,Theft of Passenger Property,4
VICTORIA,TfL Stn,Theft of Passenger Property,1
VICTORIA,TfL Stn,Theft Cable & Plant,1
VICTORIA,TfL Stn,Public Order (Serious),1
VICTORIA,TfL Stn,Public Order (Serious),1
VICTORIA,TfL Stn,Public Order (Less Serious),2
VICTORIA,TfL Stn,Other (Serious),1
VICTORIA,TfL Stn,Other (Less Serious),1
VICTORIA,TfL Stn,Other (Less Serious),1
VICTORIA,Mainline Stn,Violence,5
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Violence,4
VICTORIA,Mainline Stn,Violence,5
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Sex,1
VICTORIA,Mainline Stn,Sex,2
VICTORIA,Mainline Stn,Criminal Damage,1
VICTORIA,Mainline Stn,Graffiti,3
VICTORIA,Mainline Stn,Graffiti,5
VICTORIA,Mainline Stn,Theft of Passenger Property,32
VICTORIA,Mainline Stn,Theft of Passenger Property,11
VICTORIA,Mainline Stn,Theft of Passenger Property,68
VICTORIA,Mainline Stn,Robbery,2
VICTORIA,Mainline Stn,Public Order (Serious),2
VICTORIA,Mainline Stn,Public Order (Serious),3
VICTORIA,Mainline Stn,Public Order (Serious),2
VICTORIA,Mainline Stn,Public Order (Less Serious),22
VICTORIA,Mainline Stn,Public Order (Less Serious),2
VICTORIA,Mainline Stn,Public Order (Less Serious),2
VICTORIA,Mainline Stn,Fraud (Less Serious),2
VICTORIA,Mainline Stn,Fraud (Less Serious),12
VICTORIA,Mainline Stn,Drugs,1
VICTORIA,Mainline Stn,Other (Serious),1
VICTORIA,Mainline Stn,Other (Less Serious),2
VICTORIA,TfL Stn,Violence,4
VICTORIA,TfL Stn,Violence,10
VICTORIA,TfL Stn,Violence,1
VICTORIA,TfL Stn,Violence,2
VICTORIA,TfL Stn,Sex,1
VICTORIA,TfL Stn,Sex,5
VICTORIA,TfL Stn,Theft of Passenger Property,84
VICTORIA,TfL Stn,Theft of Passenger Property,1
VICTORIA,TfL Stn,Theft of Passenger Property,20
VICTORIA,TfL Stn,Public Order (Serious),1
VICTORIA,TfL Stn,Public Order (Serious),2
VICTORIA,TfL Stn,Public Order (Serious),1
VICTORIA,TfL Stn,Public Order (Less Serious),4
VICTORIA,TfL Stn,Public Order (Less Serious),1
VICTORIA,TfL Stn,Fraud (Less Serious),1
VICTORIA,Mainline Stn,Violence,3
VICTORIA,Mainline Stn,Violence,24
VICTORIA,Mainline Stn,Violence,8
VICTORIA,Mainline Stn,Violence,74
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Violence,3
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,4
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,5
VICTORIA,Mainline Stn,Violence,2
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Violence,7
VICTORIA,Mainline Stn,Violence,7
VICTORIA,Mainline Stn,Violence,1
VICTORIA,Mainline Stn,Weapons,1
VICTORIA,Mainline Stn,Weapons,5
VICTORIA,Mainline Stn,Weapons,2
VICTORIA,Mainline Stn,Sex,2
VICTORIA,Mainline Stn,Sex,1
VICTORIA,Mainline Stn,Sex,4
VICTORIA,Mainline Stn,Sex,1
VICTORIA,Mainline Stn,Sex,1
VICTORIA,Mainline Stn,Criminal Damage,2
VICTORIA,Mainline Stn,Criminal Damage,2
VICTORIA,Mainline Stn,Line of Route (Less Serious),1
VICTORIA,Mainline Stn,Theft of Passenger Property,78
VICTORIA,Mainline Stn,Theft of Passenger Property,7
VICTORIA,Mainline Stn,Theft of Passenger Property,96
VICTORIA,Mainline Stn,Pedal Cycle,1
VICTORIA,Mainline Stn,Robbery,3
VICTORIA,Mainline Stn,Burglary & Theft Railway,1
VICTORIA,Mainline Stn,Burglary & Theft Railway,1
VICTORIA,Mainline Stn,Burglary & Theft Railway,1
VICTORIA,Mainline Stn,Burglary & Theft Railway,213
VICTORIA,Mainline Stn,Burglary & Theft Railway,2
VICTORIA,Mainline Stn,Theft Cable & Plant,1
VICTORIA,Mainline Stn,Public Order (Serious),2
VICTORIA,Mainline Stn,Public Order (Serious),2
VICTORIA,Mainline Stn,Public Order (Serious),12
VICTORIA,Mainline Stn,Public Order (Serious),21
VICTORIA,Mainline Stn,Public Order (Serious),8
VICTORIA,Mainline Stn,Public Order (Less Serious),1
VICTORIA,Mainline Stn,Public Order (Less Serious),4
VICTORIA,Mainline Stn,Public Order (Less Serious),33
